Cell number,Location of the middle of cell in X axis (pixels),Location of the middle of cell in Y axis (pixels)
2015,-50.72052138,1790.740552
2016,-399.8823374,1997.218824
2017,-83.9412176,2089.760368
2018,-130.5942155,1100.978499
2019,-277.2853397,-480.0459825
2020,230.2997141,20.34486282
2021,-415.2198551,-1705.430833
2022,-385.6894367,-1567.108942
2023,-111.9589332,333.5656258
2024,-93.9293419,165.6701015
2025,-43.36382812,-1325.940349
2026,-196.5832207,238.2075136
2027,2.054467606,2292.710172
2028,-32.83676407,-558.7905137
2029,84.38654868,-1809.810143
2030,-128.2577336,-320.7382153
2031,-299.4016102,-2358.40588
2032,148.2540703,359.216579
2033,-49.3222944,-1401.043575
2034,-276.1117069,2901.96077
2035,-72.10782362,-1304.167183
2036,266.6142768,-523.0619116
2037,-148.0555635,-1307.219414
2038,5.60496837,2197.499396
2039,-242.3116784,-396.1386872
2040,304.9774664,-774.5740942
2041,-62.91279404,-1757.662373
2042,138.4394898,-921.6254133
2043,-195.1989167,1160.198571
2044,-155.4095212,-823.5243559
2045,-250.7246277,954.9894432
2046,-230.2371514,650.822685
2047,-478.9310186,1321.356149
2048,-102.8560614,2840.9467
2049,-150.3558283,-1263.673911
2050,-201.0259594,305.766012
2051,115.7088909,-1813.852636
2052,63.96993644,-387.1591545
2053,147.5050825,2006.106698
2054,-32.36140366,746.1124262
2055,64.03032519,-327.0800978
2056,-278.065186,12.07640962
2057,78.32760727,1646.013723
2058,146.69096,-2149.031124
2059,-372.8151705,1318.237577
2060,-441.1478435,941.7415692
2061,98.4488473,-969.6188011
2062,-91.0280881,-98.33689988
2063,-135.4844643,799.3930446
2064,228.8709278,-1181.391665
2065,-172.3004211,1541.669827
2066,38.23890071,-1236.40233
2067,105.1842051,1252.33684
2068,-96.65318427,2511.208884
2069,-450.165233,648.8713639
2070,-5.938153888,2249.457244
2071,179.1423258,-417.5899682
2072,175.5325458,-1528.469398
2073,10.88559131,-926.345594
2074,-55.78141518,-1662.524498
2075,-9.601048639,1256.271851
2076,-44.84100929,-1079.692905
2077,-219.8897888,1843.274324
2078,-255.0348622,-899.7463578
2079,-301.3709685,-2198.451704
2080,-207.8205401,-2295.876702
2081,-99.10471826,-1009.46986
2082,53.15254802,2087.812315
2083,-130.6798546,1528.327277
2084,-14.97953307,-414.2342204
2085,-166.7428227,-682.7310219
2086,-171.4478568,-1364.334443
2087,-65.25427342,488.9438632
2088,107.2350813,-2286.914621
2089,67.79779831,-1456.392954
2090,-181.8141518,362.9904032
2091,-371.8302009,-1890.948266
2092,-446.4681948,787.1724039
2093,-451.2646494,1997.84139
2094,45.2471202,-972.0093928
2095,-411.0772211,-1867.300873
2096,-63.67679231,2223.357922
2097,61.69939465,2290.189679
2098,89.44817993,789.3773705
2099,10.62731414,-2139.467235
2100,58.97452522,2310.747756
2101,-393.7550873,-1912.553018
2102,297.2758429,-390.2871905
2103,-345.000792,1675.632519
2104,-73.69701076,-577.4998183
2105,-136.5455423,-2396.804804
2106,-509.5329002,862.962735
2107,152.7663237,-1726.65317
2108,-442.6768158,884.9890985
2109,91.86976886,-1579.428597
2110,5.226643631,-1466.978524
2111,19.12186238,-1820.088282
2112,-186.1792425,992.179829
2113,-189.8753453,219.857688
2114,269.9240964,-759.4572106
2115,-209.7109835,1933.149203
2116,193.4766787,-87.57653547
2117,-445.2376142,820.2508738
2118,130.4945226,-2937.018695
2119,-288.7130529,-475.5165369
2120,-7.392850699,-2160.555502
2121,245.565681,-1450.459418
2122,-272.0126225,1182.381972
2123,-343.812264,-2487.30167
2124,-197.8877571,469.6215481
2125,86.8463427,256.3381253
2126,-72.17461954,1076.070369
2127,-469.2712087,1575.387777
2128,33.84724616,122.7838306
2129,-41.53737225,566.3236712
2130,93.28722212,-158.4536014
2131,-162.54942,-1335.866478
2132,-103.9553857,-1581.602429
2133,-289.2666093,344.8386462
2134,43.33824508,632.8020367
2135,117.9062508,-1352.333488
2136,214.0046183,-1095.176057
2137,-105.4259222,-1823.806433
2138,262.6968091,-426.873432
2139,69.32729838,1876.605694
2140,-25.04579516,642.8921783
2141,40.44939913,-351.3587885
2142,-218.111053,-1664.082081
2143,-266.8912814,-1026.677251
2144,-144.9771734,-447.4677811
2145,-89.56703131,1774.515569
2146,-469.2786372,1718.205936
2147,112.3710114,-880.0358565
2148,-22.8497286,-1731.058594
2149,76.3076318,-411.9238951
2150,-32.38639841,-1086.91259
2151,-61.43606897,-825.5549483
2152,-265.011521,173.341651
2153,-215.3299832,-1991.757075
2154,56.08595549,-1865.816215
2155,-452.1150555,736.4152449
2156,37.61613533,-367.9742967
2157,-169.7924669,-1657.168846
2158,-54.53457815,-140.5097701
2159,83.55137483,-2016.465234
2160,72.75854528,486.1062759
2161,-5.117847604,-889.4920892
2162,-247.3299608,-2144.906066
2163,12.01127194,-107.2639443
2164,-489.4045458,561.904133
2165,-254.6226108,-933.4697184
2166,-408.2087716,1413.389738
2167,100.1547082,-2354.46756
2168,37.66314541,-1679.299401
2169,-208.5317965,-1171.824756
2170,-122.1000641,2548.281071
2171,-253.4933121,-1638.635186
2172,-258.7677644,1398.231226
2173,-91.24761185,1752.922075
2174,-16.86572462,1390.582329
2175,-349.8041613,958.645237
2176,-55.73933346,2322.625351
2177,-189.6035807,2465.636052
2178,-135.0041322,1129.581332
2179,256.3289451,-1431.399309
2180,-168.9176069,377.3407711
2181,83.55262842,-2249.346129
2182,-265.7590819,-759.3080089
2183,-128.8519023,1342.818567
2184,-106.7965463,184.8815006
2185,-308.267568,1741.084292
2186,-427.4962619,-1713.113246
2187,-120.7798882,-885.6153533
2188,-115.070533,-1599.814974
2189,218.4344162,-1918.919348
2190,-249.0452745,-2090.791383
2191,-211.8810768,610.2467753
2192,-327.1350312,-206.6046242
2193,-444.9573067,374.460808
2194,65.04230332,1969.854122
2195,-90.72527698,290.2687157
2196,63.80707418,-191.9683945
2197,-295.5559837,2081.744117
2198,-141.0963437,-1571.842825
2199,-214.2198288,-972.0674865
2200,-386.032953,1119.251134
2201,19.64843199,534.6873853
2202,126.9203446,-850.9160647
2203,-146.247705,588.8845613
2204,-260.5738596,-1567.019674
2205,149.7563753,970.6427859
2206,-113.9920665,-1439.602967
2207,-143.4763351,2363.849169
2208,-291.7343079,306.0955336
2209,46.50432777,1383.041151
2210,188.4516146,-27.87472834
2211,55.33206636,-2703.323992
2212,-172.0284656,679.3602951
2213,-42.62990852,-2265.336386
2214,-41.53293716,-1497.346985
2215,-19.29098201,-1519.265865
2216,93.07435186,-1040.397073
2217,2.754412508,-988.9196706
2218,-72.07834326,-1474.015255
2219,229.4918418,-707.2188465
2220,-293.058576,-93.1921283
2221,-320.5252243,1282.172094
2222,-266.9242361,812.0549464
2223,221.9083336,-1169.57656
2224,-127.1547385,-2357.603657
2225,-372.1940897,1996.959279
2226,73.11705066,1029.780867
2227,-291.2395865,-2229.983336
2228,9.49395714,461.7209392
2229,52.74334074,376.6540385
2230,-158.952716,-2020.539071
2231,-48.10490839,-525.5586107
2232,-233.23721,719.7807495
2233,-196.2892299,-911.7633859
2234,-343.1163155,1335.52368
2235,-193.0783077,-117.1124779
2236,-325.1201707,-1726.024564
2237,-152.6330698,2310.848024
2238,-249.7071813,18.19834583
2239,-290.4523777,1849.280453
2240,-327.7885456,576.4176016
2241,-239.3949608,0.059839829
2242,-445.1815164,1092.755
2243,148.9380261,-1378.141881
2244,-181.7225303,2238.110451
2245,-241.7489454,-1481.859923
2246,-471.3930338,1076.519662
2247,-292.4201995,-1766.642994
2248,-220.2140936,134.0890798
2249,-228.0241004,694.7072978
2250,-148.6742627,-894.2019309
2251,-15.87488471,-2245.73167
2252,-268.7817213,-948.4704577
2253,199.4884246,109.7680557
2254,-154.0183237,337.2055127
2255,97.83225512,-138.0834153
2256,47.93431248,-1986.119531
2257,25.02786753,-1322.312634
2258,52.63396467,2340.502494
2259,34.29411155,368.8957319
2260,168.237141,-210.0450688
2261,-14.07231718,-1542.805671
2262,55.86970144,331.0411632
2263,-32.07325991,-945.9467462
2264,-472.2437654,1030.73213
2265,40.19724696,-123.7716376
2266,-78.37849879,412.7508571
2267,-336.8461269,1582.5915
2268,-339.1863982,880.6425496
2269,-497.1208237,1401.594095
2270,-264.2800355,-1455.515559
2271,-56.17237143,-2129.819692
2272,-68.12777391,569.0944594
2273,-146.4325289,1376.403565
2274,-133.9350995,932.0965598
2275,-105.4075103,-1230.704778
2276,-234.0144251,-322.2875502
2277,-81.20617952,2122.799271
2278,-128.8540889,-354.9280909
2279,-194.3273437,301.0990678
2280,160.2710787,-89.85654069
2281,-37.81728528,-1663.048454
2282,-88.80912128,2222.489826
2283,-271.0405332,1875.583169
2284,298.9784096,-597.9732914
2285,188.7152285,-1667.32248
2286,196.5275688,-715.6648113
2287,-292.3990906,1085.656521
2288,-24.88275791,-772.7149752
2289,-133.678126,-2306.50125
2290,-271.6460864,2021.172726
2291,-81.04067473,931.6872583
2292,-430.0909761,1594.348038
2293,-510.337147,885.2835568
2294,-383.8683145,1800.26428
2295,-467.0439015,692.1450047
2296,-315.7339694,-82.14140151
2297,242.6495131,75.73723308
2298,31.61732864,-919.0641575
2299,-82.1684016,-1077.841511
2300,-158.5100383,384.0014596
2301,-121.3123438,-1453.333677
2302,-110.7094832,2112.979052
2303,-488.6367125,1710.565597
2304,149.9221465,-1696.660433
2305,99.65161679,-1695.044926
2306,-209.7661605,2717.769107
2307,-0.380044872,1326.266194
2308,-170.1055597,3136.32175
2309,-133.5861808,1454.238869
2310,166.2997223,-1920.103445
2311,-354.6007708,777.3946895
2312,201.5577313,-2084.223888
2313,-35.06159217,-640.8882822
2314,155.8045431,-134.6624741
2315,-427.6342568,910.0388419
2316,31.7229063,1479.432856
2317,85.55110559,-122.9464873
2318,5.062109823,1955.989199
2319,-351.016,-2254.247331
2320,-215.2220643,-1379.283032
2321,-72.41297172,-976.890782
2322,-235.7875881,2282.439125
2323,-214.4051339,1728.011415
2324,-96.335794,-1969.608823
2325,-25.23865856,-1681.485337
2326,-209.4762577,-56.55394608
2327,102.1367713,461.0048142
2328,-264.7324579,-861.2488381
2329,-314.3903282,-127.8441656
2330,-7.477056676,-410.6431703
2331,-402.6212529,1315.438889
2332,99.10859699,1836.928103
2333,-307.1592778,1299.280877
2334,-254.9382858,1612.129421
2335,-17.2167738,1153.870565
2336,-176.0386336,243.3321791
2337,-82.28975154,-1095.351126
2338,-17.32877627,-1932.319796
2339,64.39230096,-257.5019391
2340,-188.2927878,1041.052114
2341,-71.06764042,-638.595879
2342,113.3208096,1136.944326
2343,333.1216367,-650.651542
2344,-182.7952018,1285.214625
2345,-64.61884339,1918.111258
2346,-195.8358184,-617.5293535
2347,-279.8239843,-1467.573977
2348,-187.7174023,-1068.771664
2349,-295.8312505,-1335.082869
2350,-107.408696,550.7608289
2351,-306.6348799,800.8264851
2352,207.2586192,-1597.679359
2353,-484.2864291,670.9442207
2354,59.07724138,-1553.386256
2355,-446.3061924,485.8168161
2356,-249.4426341,412.1657267
2357,-213.6715739,-1906.819904
2358,-178.9525896,-918.5163473
2359,-262.3372309,1133.218011
2360,-97.54731157,-1801.990333
2361,-264.7066042,3056.975979
2362,-195.473265,-1671.874863
2363,-344.6245323,-1921.54928
2364,-400.5939933,1981.73968
2365,-495.6008838,1901.849654
2366,-519.1453318,1576.323209
2367,-112.8082733,457.8606168
2368,-194.7568828,1311.76691
2369,-201.4138553,-1005.523566
2370,-37.66118039,410.7518785
2371,-427.4208769,1386.074789
2372,0.878610818,-2181.160015
2373,-364.3864267,1526.211119
2374,-68.71454225,1978.186271
2375,77.97878633,-1684.609379
2376,-211.1520292,1123.589802
2377,-278.4144303,3006.74436
2378,-414.7120835,1049.609621
2379,-215.0344357,1638.972482
2380,-454.5196411,1377.745608
2381,-212.6759963,2782.580032
2382,-200.0582562,-1806.540512
2383,-378.5480682,879.0739201
2384,-286.3758804,3031.770525
2385,-503.922287,1041.375125
2386,-14.37932385,-644.1349646
2387,-113.1544022,1055.421374
2388,-52.09714433,-1921.481249
2389,-168.3565665,-1801.677378
2390,-265.5132293,1562.612858
2391,225.8998206,-772.0225508
2392,-181.2154629,2643.277643
2393,120.2578719,-2133.714561
2394,-44.91305809,-1281.219367
2395,-13.95260583,-2057.181758
2396,-226.6932248,236.0537561
2397,-260.8006407,-1280.429035
2398,86.06957581,911.0070932
2399,301.064114,-315.2114592
2400,292.0901638,-241.5725608
2401,-107.1303357,1584.981658
2402,-362.4655829,2132.80914
2403,-482.3634936,894.7753073
2404,-283.6720302,1204.664458
2405,-396.5578998,69.86082751
2406,-292.8423156,96.48882921
2407,19.65253771,790.8580198
2408,-87.65896762,3131.243217
2409,-38.60203023,-2338.793662
2410,-176.4726549,-2006.960469
2411,-114.4863603,2124.698768
2412,-151.3836343,1496.812539
2413,-358.2914792,238.3201431
2414,-198.3417701,903.4745527
2415,-172.9953717,1852.728906
2416,-273.8980572,-1425.456091
2417,57.60190103,-950.9588557
2418,151.6341278,-2924.044074
2419,79.90214132,1544.602338
2420,-95.51676086,1387.876939
2421,-69.67924822,1766.175842
2422,58.96200404,-1317.858406
2423,-343.0352511,-2102.434015
2424,-325.7391454,1003.852532
2425,-410.3674529,19.96954056
2426,-99.4723917,1054.24055
2427,71.15876358,-1508.094897
2428,-362.6686326,30.16228978
2429,-275.0626088,-1941.020506
2430,-309.1420984,218.466571
2431,104.009632,1178.623096
2432,9.227983524,-894.7988491
2433,-38.55618873,82.60770535
2434,23.11891275,-1366.690458
2435,72.08449932,-1854.050931
2436,-32.64402783,1848.316367
2437,-27.48800888,-2369.062763
2438,-254.0752261,-1836.839354
2439,366.4132299,-456.6958548
2440,-236.7676346,78.20333853
2441,-431.3318986,1964.856285
2442,-493.6896046,986.5709921
2443,100.2103352,-1389.079102
2444,-198.0628831,1819.724939
2445,111.8824254,-330.4760031
2446,246.0325792,-1172.606268
2447,140.3388931,-1662.624211
2448,-96.16148543,1611.265598
2449,-6.777533706,-964.732548
2450,-34.91054919,2011.953157
2451,-309.0637027,-176.7876046
2452,-316.7895117,-1441.045288
2453,-147.7062956,2796.583643
2454,24.5267178,-557.4853204
2455,-109.1883239,2184.255199
2456,-244.3485084,1579.927703
2457,-348.740664,1013.879879
2458,-16.77653296,-1435.0525
2459,-47.30974043,1699.47207
2460,-70.77545051,-570.0081518
2461,-162.6294129,1027.352727
2462,-34.68124677,-1134.634012
2463,238.0639898,-1504.011547
2464,-393.5353681,-1849.050927
2465,29.83795947,-1358.1148
2466,-19.2195254,-531.4375925
2467,-83.16881761,-239.2431689
2468,-403.7621765,1140.888961
2469,-54.69579416,1146.950987
2470,-80.83827816,-247.7522851
2471,163.7948471,-1728.765254
2472,-89.02681679,487.5424153
2473,-25.56705796,59.73588254
2474,-150.4297847,1642.300304
2475,-92.21165735,-83.4035388
2476,-387.238408,1242.956831
2477,-115.8701287,256.3741536
2478,-152.4410789,-2231.076855
2479,99.20346666,-1974.596862
2480,-270.1909248,1972.580601
2481,-288.4980857,-1675.523383
2482,2.55516489,-1227.205776
2483,-267.4952816,-1962.287973
2484,-417.0187139,-78.85910047
2485,133.7167502,181.5419504
2486,-417.2124062,173.359085
2487,-470.8346076,885.1229552
2488,-410.3057585,874.2578287
2489,-105.3537603,432.5460497
2490,61.72517873,-1503.990467
2491,4.916626375,1540.842678
2492,-458.3389474,1697.513957
2493,-369.3142086,-173.168637
2494,-48.06489169,2634.676236
2495,-255.8476975,-61.77888457
2496,-72.26306099,1269.245691
2497,-275.7049323,-1385.841104
2498,-81.10081043,-50.74302801
2499,-360.1027533,-2033.421982
2500,-67.84782457,2703.34871
2501,-489.9143469,1653.489988
2502,-328.0855913,-84.72997615
2503,34.30171849,-835.8614705
2504,5.656335187,-1603.781982
2505,-239.7815218,-1806.656702
2506,-297.794724,1720.990152
2507,147.7979085,-1113.818791
2508,-41.1912244,-159.3690926
2509,-133.5287551,2753.50403
2510,-412.6535822,1160.411348
2511,-427.703483,331.2809947
2512,-106.5411045,2612.208252
2513,-50.32100832,2021.671859
2514,-237.086315,1120.292449
2515,-214.3736412,223.1521507
2516,-240.8518757,1150.928134
2517,-192.6736474,79.77105119
2518,-224.0287244,-1161.364328
2519,-123.8504954,1333.127603
2520,-407.7711696,640.6958141
2521,129.6148511,-479.7573443
2522,-312.8908808,-1283.154572
2523,-28.50031673,1830.640406
2524,-43.7574201,283.3465586
2525,37.15679122,-1692.457778
2526,4.745861833,1754.159884
2527,11.57934506,-704.9292023
2528,-184.7262948,-1312.814618
2529,-237.2991947,-1680.290625
2530,-322.67171,-1657.615418
2531,-406.9128095,-1949.987988
2532,-338.0457885,337.5836953
2533,78.48429629,1242.743852
2534,17.88728784,-2025.260334
2535,-489.594578,1557.490177
2536,123.9310591,-968.0104692
2537,-1.142734686,-923.6061296
2538,145.2801437,-2238.630036
2539,69.98839748,-60.25956736
2540,52.04123421,677.2344256
2541,-176.1139722,1603.012462
2542,-267.7466961,53.80135926
2543,119.2604672,-339.2193369
2544,-20.89954168,-391.1425815
2545,-77.73902406,-1667.137445
2546,33.76264818,-1486.005497
2547,-104.8815939,-95.88549736
2548,-22.4570223,511.1366333
2549,-245.7698776,-111.8034405
2550,-224.3269984,-909.3721497
2551,193.1904853,-1134.497304
2552,-84.74142511,60.60865839
2553,-355.803601,2115.659848
2554,111.4627217,260.1427306
2555,206.7257747,-1726.34007
2556,-156.1771682,-1134.366604
2557,176.9995019,1379.051046
2558,-0.03151654,1659.727968
2559,-248.046587,2280.541474
2560,-147.7830093,1701.431979
2561,61.62654389,-2710.607448
2562,-233.0019939,1225.321196
2563,26.93141106,-2542.63582
2564,10.87011806,2424.319813
2565,-250.8529952,121.8100832
2566,-318.981902,575.1624297
2567,-287.9582023,-2281.998066
2568,-436.0995572,1648.795756
2569,-332.4358903,-2321.810561
2570,-469.8645592,607.0979099
2571,184.5185061,-1342.433814
2572,-160.8100022,2104.527385
2573,29.25902726,4.710574804
2574,-316.4214599,750.5942773
2575,-445.1955435,191.9224131
2576,-138.2838347,1446.142095
2577,-70.60005907,3115.376579
2578,-140.0448125,-1621.59804
2579,-117.0748824,-1289.933
2580,124.2887188,-776.0999125
2581,-304.3890299,117.6188203
2582,-108.8125082,950.9360076
2583,-139.3519169,767.8765243
2584,-265.3794074,38.05299648
2585,124.7839013,116.9354848
2586,-276.5761235,1172.883273
2587,264.9553571,-494.7846347
2588,-511.0988393,1408.147337
2589,-365.7786268,987.4329046
2590,-97.43423467,-1048.688319
2591,-236.3702422,-1163.411785
2592,21.39477131,-1813.481526
2593,-364.969265,1538.284149
2594,-369.9829775,235.4585696
2595,0.226655226,295.7118173
2596,-357.9691172,-1796.489152
2597,-421.8847226,1669.124439
2598,-349.3119822,1906.437404
2599,-86.78522971,-2223.618317
2600,-367.6924735,921.3807215
2601,229.5536068,-132.969429
2602,-285.903039,-1336.811758
2603,-268.2632982,2010.511639
2604,-279.5413688,-1764.099409
2605,249.6548034,-775.5717543
2606,-243.2107364,727.0385039
2607,-192.6301114,-1805.867205
2608,102.9356566,-1687.226235
2609,-132.4286495,1199.8121
2610,-331.1336004,-1443.349364
2611,-202.2737912,2318.025857
2612,24.47614656,-1435.542979
2613,-340.1432724,1401.703229
2614,-41.16074452,74.41775974
2615,26.79573441,-470.5971401
2616,-268.9873942,236.8523821
2617,318.2574405,-681.023797
2618,-205.0996414,-1124.403562
2619,-277.5751437,-2461.048884
2620,54.50257496,-318.8415289
2621,-212.5894176,-1556.168385
2622,-509.7522429,1353.61264
2623,-389.6602633,661.0695789
2624,-210.0532943,1141.032875
2625,-358.8457945,1466.840754
2626,-415.2049333,848.5155795
2627,-297.7983154,-2004.543411
2628,124.7496918,1664.293828
2629,-312.4276818,-202.113129
2630,-350.5166662,-2046.412998
2631,-46.93727093,1250.488939
2632,194.3352833,-2091.066373
2633,-278.1982379,195.4963431
2634,-161.891443,392.8792089
2635,-207.939349,-1336.764954
2636,203.3833058,-82.7110633
2637,-290.4641834,725.3337001
2638,168.4753324,-1052.75403
2639,-159.6235923,611.225084
2640,-93.30133434,262.9008827
2641,-13.14565845,-1973.992721
2642,-70.62496267,1671.747028
2643,0.580145892,-1859.326641
2644,9.993339165,1678.33199
2645,-445.1621141,161.6512952
2646,42.02180708,-1492.404883
2647,-133.6564954,480.5286669
2648,-473.537882,1604.384542
2649,-321.2514332,161.9322974
2650,59.75465765,1353.934865
2651,-171.0123278,2451.275799
2652,166.9541263,-910.977841
2653,216.2624967,-1840.554668
2654,-213.0206391,-2310.335931
2655,-482.9915508,794.1682397
2656,-324.4471774,830.2167866
2657,-239.5790529,1253.993852
2658,-33.83919936,-1172.46093
2659,-65.00766522,-994.4683623
2660,-32.21496332,2124.928855
2661,-123.1738145,-1503.144689
2662,-11.24083485,-1406.435001
2663,269.5245537,-86.04830551
2664,-46.86962765,-148.7765123
2665,-268.9725557,-2460.308015
2666,-287.9204625,-1619.253787
2667,-122.7231411,1699.567838
2668,113.6600271,-2533.934159
2669,-123.7386277,-1176.321528
2670,-7.926616563,-1486.352059
2671,-253.0957317,1306.800003
2672,-271.7629014,-1885.230828
2673,30.57476163,-79.53202571
2674,-151.0921474,2917.512038
2675,-45.30606646,-129.4273153
2676,53.37126818,1748.858064
2677,-163.1364304,739.0852021
2678,-118.6084231,-1122.94872
2679,-535.5561162,1076.976196
2680,60.74010735,-1699.396997
2681,77.27081658,612.5425335
2682,28.72908984,572.8840781
2683,-289.2040392,-232.4991499
2684,65.3004139,1902.147195
2685,-66.99626344,2734.467049
2686,60.69687737,-202.0138043
2687,242.3149197,-1560.111031
2688,30.12343092,-412.4460549
2689,64.30719653,-1431.89901
2690,-38.74421908,509.781389
2691,15.36688983,318.6045656
2692,-350.1687824,-1269.880282
2693,-40.38439717,-582.6064344
2694,-490.7682225,448.4095447
2695,64.72484995,662.4477926
2696,160.5366658,73.87772304
2697,-347.489908,162.8178674
2698,137.0142187,797.4815327
2699,-65.10310796,1515.933433
2700,-218.83492,-1652.740536
2701,-475.6854058,1920.074058
2702,-337.8249556,3025.286914
2703,83.73039731,-1128.969648
2704,-362.5270927,-1318.278601
2705,-451.0061827,1277.342572
2706,-177.1769673,3037.739766
2707,-202.8915317,-1149.881893
2708,-473.9438367,1203.490771
2709,-5.077315664,2036.405808
2710,-109.9260329,-2100.522994
2711,-157.1858376,-1305.869367
2712,-401.564785,1179.284455
2713,-443.5576208,1739.344512
2714,-316.5215267,514.8891949
2715,-272.5049123,-1968.913484
2716,-113.6972875,-2106.783442
2717,248.5680779,-1408.956151
2718,-194.7314263,338.185709
2719,-123.1388366,2363.415755
2720,-401.0569242,1932.227878
2721,-519.8924574,1009.973375
2722,-70.9219312,121.6081767
2723,-29.86088837,1549.332175
2724,0.034526222,-1874.767076
2725,-237.1512194,-303.7221127
2726,-384.7915165,993.2267497
2727,146.5150627,-1592.800793
2728,-78.69786631,3075.797747
2729,-344.4251396,-1264.658225
2730,-255.7676485,-213.9028592
2731,84.97618752,1415.360787
2732,-143.3728375,1404.845343
2733,-157.6521446,1213.134153
2734,-315.3738491,-1895.157399
2735,38.83989113,-1186.852991
2736,-32.83564968,2510.868009
2737,166.9612158,-646.8236812
2738,-42.37591972,-2365.155008
2739,-397.0314124,1481.907855
2740,-149.2020417,-912.9945171
2741,-269.6351219,1615.815585
2742,-158.6340607,-1943.350733
2743,113.3096217,601.2092159
2744,-220.3856582,2988.882435
2745,-390.8916032,405.1654145
2746,-249.6523255,893.9938462
2747,-172.3504186,-641.5793243
2748,13.1927876,728.4932549
2749,115.070139,-940.2890087
2750,77.32304364,-1259.378174
2751,-213.6208004,-2348.320617
2752,-389.9084899,-1622.76983
2753,-30.03873876,-1054.304138
2754,-300.3100261,-1808.459743
2755,174.4773912,-1475.114985
2756,-71.2791053,-2039.780642
2757,-100.0411212,-2022.403926
2758,-80.79571864,-1270.841661
2759,93.95485941,29.83438441
2760,-361.5936381,478.3361235
2761,-330.2104995,1517.808777
2762,130.8127867,-1255.941442
2763,197.2155015,-947.6998129
2764,174.9444974,-335.1844571
2765,-280.6450697,-999.9665945
2766,62.21212224,1568.801589
2767,-323.1643371,-31.38301394
2768,-206.1057166,548.6559681
2769,92.04750406,132.6998988
2770,-449.0652512,1462.278454
2771,-488.2605528,927.5060217
2772,185.4552643,-313.2340653
2773,-250.1725648,1485.765573
2774,-95.47796866,-1553.131702
2775,-76.62533591,-1551.796014
2776,-432.9923533,390.2861103
2777,-460.8230465,330.1350947
2778,-239.7643835,70.09976773
2779,-370.8886899,-1867.671041
2780,-1.253824017,-1138.05918
2781,-156.6482432,-1881.72003
2782,-150.1620973,-1693.1958
2783,-45.66818294,-2081.216047
2784,-465.0062329,1727.346448
2785,-484.7959932,937.8503075
2786,-119.9831217,2416.147937
2787,-336.4058999,-1556.770206
2788,-16.41416566,1604.11589
2789,-519.4764388,1085.441088
2790,-107.4878238,-552.1531141
2791,227.6760542,-463.1367395
2792,-164.729458,955.8162854
2793,-319.2968135,1294.344498
2794,-85.13081804,158.5775895
2795,-97.48237517,-110.2816948
2796,-126.3965572,2053.322058
2797,-22.59939221,-1779.156939
2798,144.0233459,895.8119666
2799,-282.0336765,-464.983854
2800,-209.3858719,-925.8138044
2801,-62.56295163,246.1131797
2802,-328.19938,-1797.005155
2803,-434.9037419,1563.844255
2804,-334.3460127,231.0169004
2805,7.59564065,847.3825299
2806,-313.2141311,-1948.10577
2807,190.9125694,-417.5533307
2808,-117.8227803,1480.377956
2809,-391.0400718,-45.60105581
2810,46.24328549,-790.1551248
2811,13.04534379,-1492.942967
2812,-81.26950579,-1214.968392
2813,-104.9852476,-2146.606746
2814,230.6763185,84.13841351
2815,-84.63677096,260.1366061
2816,-130.8780165,2690.884209
2817,-57.48350399,236.3217177
2818,158.0630465,-349.0390477
2819,-147.3922809,-1830.764114
2820,140.513642,-1477.25625
2821,240.5898968,-1115.640784
2822,-101.8839244,816.4770079
2823,-124.2656386,-1057.597956
2824,59.67755736,-84.36472601
2825,-58.02308658,1610.201553
2826,-79.61803486,-1406.206348
2827,-296.1357587,-1424.278534
2828,-500.3538716,561.1562999
2829,-175.1456317,2123.668865
2830,117.3144427,-263.8028465
2831,141.5511834,862.7160154
2832,-434.4585649,-1691.141471
2833,64.21782446,-1099.458059
2834,-346.5277665,255.1815109
2835,33.51660379,1813.640881
2836,-366.8335664,1696.339236
2837,-93.39308527,-514.1742905
2838,-176.7477441,-1506.61178
2839,-252.0582477,1409.905536
2840,6.687284011,-1312.162533
2841,-331.8270901,549.0972315
2842,-18.2163493,-107.3158498
2843,84.3421704,-2519.007262
2844,-224.6233916,2096.746378
2845,-374.3081379,-1515.525766
2846,-225.8984624,-2400.059988
2847,6.33666334,2391.122186
2848,-300.0390828,1502.339259
2849,-151.5422519,1202.859634
2850,117.2459157,1758.247617
2851,-125.4533713,-1080.500658
2852,-194.1666844,-2485.723789
2853,-341.5577545,-1890.307116
2854,-56.1145455,-536.739889
2855,-422.459337,818.9685502
2856,78.74775163,-226.2871109
2857,15.26787951,-49.40116365
2858,-315.0210961,1224.841516
2859,-236.6278183,1178.042047
2860,-325.8080768,1910.013124
2861,-21.60906933,-1646.633576
2862,-192.245946,-192.2026894
2863,-122.6822099,2223.467729
2864,-23.91317784,-998.0724075
2865,312.7915398,-433.2975186
2866,-525.1407536,1528.427465
2867,-324.0037401,1937.508669
2868,115.1588804,1585.310668
2869,-163.8103141,-1875.731143
2870,-103.6650674,2178.04114
2871,337.7519129,-714.3962662
2872,149.7484656,-1907.519184
2873,-185.3984439,-408.4787586
2874,-89.62956751,2163.754304
2875,-380.213717,-222.442786
2876,-56.76373565,-1430.47665
2877,-322.7238342,-1777.627444
2878,-117.6098887,2903.343157
2879,-331.7333083,-1688.470212
