Cell number,Location of the middle of cell in X axis (pixels),Location of the middle of cell in Y axis (pixels)
4615,-304.7714787,2060.854997
4616,50.61170396,2180.988758
4617,14.91659035,1859.200635
4618,-82.34518251,-2290.37473
4619,98.75162655,-1462.191909
4620,-111.9356627,-1275.070844
4621,164.0973,-1758.911166
4622,-261.7156953,1652.902825
4623,-37.25218987,1536.185517
4624,-365.2051877,-2067.009007
4625,-188.2271921,-1826.844442
4626,173.5415237,-771.3085867
4627,-93.35047235,-1977.704024
4628,-47.9267939,-2008.077016
4629,120.6136266,-1437.174485
4630,-315.6852596,1417.120376
4631,87.62709812,-208.9931994
4632,-159.1317497,255.4757709
4633,-293.9911571,17.76678637
4634,145.4933278,-1245.684438
4635,-34.33832807,1096.942388
4636,-81.33683127,1804.592783
4637,-107.4747245,-688.1675561
4638,-394.6650064,58.20757622
4639,-176.963321,-1401.530857
4640,237.4087696,-153.9848537
4641,-309.1471687,-2001.80537
4642,-231.3668241,-1442.124937
4643,-206.0833509,-1880.760925
4644,-77.5109481,-2041.847231
4645,231.6708838,-1145.208148
4646,124.7744818,-1806.744674
4647,-198.8786719,2.214641648
4648,189.2198618,-1367.034301
4649,43.72910024,-1594.58041
4650,-4.711388883,2258.218829
4651,-433.0881467,1990.9976
4652,67.36429226,-1224.359838
4653,-274.3956623,3061.274871
4654,-424.6089272,1656.041711
4655,-172.9439388,2887.655727
4656,-205.8753332,-2066.352865
4657,67.74666263,-1385.55067
4658,202.4115113,-218.9422066
4659,-314.8974683,644.1619366
4660,-443.4820028,711.2270152
4661,-338.2276801,1897.343763
4662,-215.6986617,252.288521
4663,-145.5966657,1593.012414
4664,-299.4226806,-2127.290932
4665,-1.663499838,-1108.604684
4666,-11.85862794,-3.160530038
4667,-193.2313415,-1228.983422
4668,-268.6928483,-329.4854289
4669,44.05847103,1626.028371
4670,-386.9837129,941.6943685
4671,-78.89607311,270.8888229
4672,-357.2919555,359.159134
4673,224.3502747,-969.019129
4674,-284.7605271,-2065.667051
4675,-64.58212396,1436.497766
4676,-166.0139974,-1711.750414
4677,-69.10521831,2624.31299
4678,-206.5108498,-918.121957
4679,94.82344481,-1985.115851
4680,-22.52590752,-856.7827156
4681,242.6279692,-192.17613
4682,-322.6649587,-1735.640248
4683,-185.5525559,2300.369792
4684,-156.9522227,-1638.081106
4685,-145.1599507,-2092.685208
4686,59.10388715,-549.2066986
4687,-142.503001,-175.2302567
4688,-259.0637414,-342.6281408
4689,-93.40101112,978.9229543
4690,-34.05499903,-481.2813091
4691,134.488021,-2709.574821
4692,-138.1251617,286.9142429
4693,-138.8367628,-1458.310865
4694,-103.8023931,-2078.553273
4695,-329.7451937,-107.1729093
4696,29.41209875,-1944.761488
4697,42.89560956,1130.873836
4698,-238.3194042,409.080492
4699,-232.0627423,-281.8054928
4700,162.0641079,-695.7533357
4701,-20.70686233,-1231.200789
4702,-285.9240611,329.2787462
4703,-453.7611553,224.1869537
4704,168.875332,-2134.773305
4705,249.5450327,-193.2925297
4706,-42.11540095,-938.2270136
4707,-210.325975,-1069.794648
4708,201.1309369,-1455.404845
4709,186.2707568,-1486.815929
4710,38.65956804,139.0006169
4711,-96.66618045,2599.5496
4712,-178.4827171,-2022.399722
4713,63.82128017,-2557.334591
4714,24.55695131,1050.757444
4715,-182.6831011,461.0256902
4716,-307.9912041,-1939.711094
4717,-124.8024565,764.9168713
4718,-295.7962333,-1457.533069
4719,87.11524706,1518.736213
4720,-81.83362778,2060.319288
4721,205.0333236,-1988.437352
4722,-448.976724,1373.95661
4723,135.5219177,-540.229016
4724,29.93616048,799.9413874
4725,-383.426324,1720.639949
4726,131.3744372,-2624.529139
4727,14.63014229,9.904162862
4728,-269.0546601,-409.6910127
4729,-398.1583827,2082.186151
4730,114.0508826,-1285.508402
4731,86.77746103,-2311.449848
4732,60.10204227,-1635.24216
4733,202.9004706,-1094.030974
4734,-74.95423207,1408.982023
4735,-146.9544059,-1705.115803
4736,-190.7058869,-57.40710718
4737,-198.0225771,-2143.84686
4738,-266.0764553,-1952.648627
4739,-320.9527003,-2202.281012
4740,-434.4859001,145.657131
4741,-12.34391,-679.9609938
4742,-51.54691121,-689.4682603
4743,-318.7262315,-211.7427461
4744,19.73548334,343.6823686
4745,138.7997186,-120.181372
4746,-318.6274624,1105.977258
4747,-281.324614,1002.868515
4748,-148.6208841,3054.917287
4749,-186.4667788,-1474.99952
4750,67.76706427,1991.832449
4751,-95.14997536,-1506.626014
4752,-113.8200916,656.3564502
4753,-90.56753002,-1521.353474
4754,-416.0156257,1787.084391
4755,59.43559504,-1947.960677
4756,-117.788007,1682.02337
4757,-273.7367898,-1677.618887
4758,74.83659644,-1978.722024
4759,-18.33603683,-1745.657159
4760,-24.16391242,-72.98425039
4761,-348.0662258,-1301.206934
4762,167.4506,-2882.13018
4763,31.55089159,228.3513705
4764,-160.2461291,-1657.482208
4765,-245.8705215,-217.4745267
4766,-141.1243948,-430.2435097
4767,-264.814322,1756.196953
4768,-50.55940549,-296.7936483
4769,-373.8412278,1008.192561
4770,-42.04096167,-1838.245357
4771,125.5835511,549.0914641
4772,29.53112703,-319.5628673
4773,-243.7393047,137.389669
4774,117.2678452,633.8218277
4775,136.8649148,-1036.437147
4776,-371.3837845,114.4361234
4777,-398.6410931,1657.613442
4778,-296.5391774,-1485.929644
4779,-439.780499,805.828311
4780,-450.3391767,1403.706994
4781,-118.628197,-1908.879497
4782,-304.2927136,237.6950674
4783,325.6804731,-754.7602219
4784,101.7596634,-1238.691926
4785,28.82149327,595.6284138
4786,-212.1086504,-1540.207934
4787,-371.3620334,1270.777169
4788,-23.1724729,697.4379431
4789,140.5818373,1031.690466
4790,84.18270563,430.0856619
4791,191.0995075,-1654.020188
4792,106.0233045,-1179.117786
4793,209.4104152,-1787.575326
4794,-41.74240883,-2302.38684
4795,-163.8496324,-1822.487168
4796,-112.2802833,1807.943841
4797,-252.6863824,-1564.374312
4798,-398.0024651,487.3516292
4799,71.41127364,-1480.102014
4800,114.8116523,-1519.075168
4801,-401.9378077,884.6486295
4802,-319.1285315,1704.952264
4803,-50.09434788,-2036.205857
4804,-236.3830733,-2251.390812
4805,-494.0232735,1000.075288
4806,-31.32043486,-13.88476561
4807,114.1579758,-1178.719856
4808,-17.79221656,666.6797815
4809,-328.8087613,1220.057832
4810,-136.73588,2088.950977
4811,82.98123827,-2380.753512
4812,-171.9989839,-2031.647136
4813,82.16068966,-2645.991649
4814,-343.6500137,916.677047
4815,-215.5845004,416.9050468
4816,-231.9231513,156.272229
4817,-139.4873745,-1815.708293
4818,-51.27584317,-1500.132245
4819,-470.8425071,1393.206527
4820,198.6144254,-1464.40773
4821,112.8842616,-2955.088626
4822,-306.6463639,1514.476126
4823,179.5412806,-1439.841685
4824,-195.5957834,-817.3134551
4825,-179.5590843,-1359.145795
4826,309.5934921,-662.4713559
4827,-239.6028399,-1227.43944
4828,89.44128583,-1482.851342
4829,-247.1505798,-1456.706562
4830,-116.1004954,-1641.551886
4831,-213.093723,2019.905727
4832,-348.4784525,1641.587419
4833,30.57996428,1859.206883
4834,80.3574288,-1933.588888
4835,193.5024517,-198.371138
4836,-22.19123639,-350.9382949
4837,173.9134859,-1367.924011
4838,80.61868325,-1459.693954
4839,-139.8198127,2337.728803
4840,-141.6242263,-1713.528378
4841,-184.4234241,-761.6026166
4842,85.29101861,-2571.393882
4843,-481.0968422,419.5895295
4844,-124.2326049,-1636.238215
4845,208.8063776,-1196.576073
4846,-241.7865089,2073.144014
4847,-250.5086606,-2363.241036
4848,-4.117356219,-1321.64917
4849,-148.5048373,612.4563109
4850,-265.1195429,1545.965322
4851,-188.9656066,2226.765743
4852,-154.1996826,-237.3419484
4853,-121.2426863,-2319.913168
4854,-267.6761423,-1878.140059
4855,-82.65018399,-1344.865785
4856,153.9373552,-2903.478149
4857,-36.49653253,1926.190954
4858,-104.5063562,1625.821422
4859,-224.8981366,-1420.075764
4860,-462.1569208,477.2621831
4861,-522.5580895,1921.32717
4862,111.9317269,-55.21901236
4863,176.6500104,-1607.180912
4864,-4.125941387,-1303.792658
4865,-425.7976988,1205.481429
4866,-487.1251028,1587.696281
4867,-238.2992074,-290.9656396
4868,-344.5521048,1891.00277
4869,128.8230264,1105.72967
4870,141.3719943,661.3190678
4871,-43.53977859,-485.0262978
4872,26.75334839,-1762.927912
4873,108.2891991,-2516.481557
4874,-230.5466689,-1609.346974
4875,-97.015454,-1721.722653
4876,-159.9215426,-1509.757801
4877,111.8244305,-651.3379103
4878,-156.7100662,-1187.04917
4879,-285.7626974,2218.650227
4880,302.9045806,-499.5343324
4881,-439.4568308,416.3293562
4882,37.80073806,781.6812149
4883,225.1496576,-400.3734944
4884,47.22544382,-180.2355599
4885,-100.8376802,2786.502433
4886,-94.04403249,-1066.647307
4887,-236.6024807,-177.4351186
4888,46.03492318,-1317.587335
4889,-232.559818,-2290.888608
4890,39.10906668,-1876.92322
4891,-460.2337143,1505.301595
4892,141.8429934,-1091.214854
4893,-177.7591066,-975.1846119
4894,218.6575489,-1008.213085
4895,97.51988162,-629.2486127
4896,-166.0224171,1369.157432
4897,26.68588639,-716.1645025
4898,-263.9773772,-2136.896374
4899,350.8583744,-419.220748
4900,77.64245964,152.615082
4901,-352.0361164,38.9441355
4902,132.2697545,-833.1955197
4903,-326.539936,1575.127289
4904,-258.5565304,-22.84327681
4905,-0.446970274,-214.7734166
4906,33.25969692,-1293.308638
4907,-253.8001406,-888.9657235
4908,-21.17246555,-1979.449276
4909,187.0981705,-891.675622
4910,-204.6779286,-2036.011261
4911,-349.729096,1379.32508
4912,227.8899494,-523.161096
4913,-374.1831819,1124.983428
4914,-121.2939706,-1211.415271
4915,-127.9257051,-1429.448262
4916,-221.4824139,-2364.277134
4917,-299.4982415,1099.8024
4918,-150.2396444,1435.607024
4919,-245.5297381,1328.897536
4920,-362.4163806,1893.421718
4921,55.45283668,-1224.222763
4922,-37.37940724,1890.553985
4923,-4.640152409,1546.706219
4924,-286.9725039,2034.774591
4925,-33.19961892,-592.396367
4926,-55.05840675,-985.4212686
4927,-120.0167828,1937.658171
4928,-403.8040123,1529.256837
4929,-420.4390641,500.302796
4930,140.0032256,-2205.984542
4931,-384.4854569,34.27497963
4932,-104.2469908,909.0106292
4933,94.12833265,-2532.360104
4934,-62.9353446,2466.225554
4935,-372.9238463,196.1293878
4936,-260.8496335,-1659.759352
4937,18.70034476,1092.126191
4938,-98.2891368,-1605.241889
4939,-368.1836777,-1758.920142
4940,96.27218861,-1256.404893
4941,112.5541888,995.3354885
4942,-154.2049021,355.3237452
4943,169.8834362,-2178.640772
4944,289.2072401,-300.5743497
4945,42.50279536,-768.7156632
4946,-112.7196716,-1115.783315
4947,271.7967397,-375.9413078
4948,-159.8899437,-95.30969167
4949,-47.38666977,1888.064142
4950,-317.7491554,2208.661678
4951,-396.1869011,689.1458619
4952,92.00332457,293.8014339
4953,22.12654359,-1665.491713
4954,127.8872597,-277.8290803
4955,-30.23152988,1498.681097
4956,-137.4820058,3031.876462
4957,-136.0214612,1910.55399
4958,-177.4522249,1341.315571
4959,-358.58373,978.0345735
4960,-62.41259637,115.0149516
4961,-231.5083259,27.41100182
4962,-532.447516,1046.514164
4963,81.07957242,139.1927774
4964,-201.1695409,-1973.994514
4965,285.5962789,-707.0159433
4966,69.09936068,1056.966974
4967,-313.3407023,-193.890773
4968,-146.0915732,648.50597
4969,77.04685461,-35.05685829
4970,329.4706771,-672.5377533
4971,111.3855322,-1794.12553
4972,-70.20935003,-1414.917723
4973,93.81228464,-2113.791716
4974,-368.8527727,58.50748975
4975,83.91783927,-1222.311515
4976,-312.7199735,1647.06641
4977,61.49259898,-119.3585466
4978,-60.45987021,2589.150389
4979,-264.9983834,206.6062323
4980,195.4080678,-1295.004875
4981,-282.3604777,1501.374334
4982,40.25142125,-2468.068207
4983,-116.4183999,612.3610041
4984,-20.76314021,2432.132578
4985,-17.44381,186.3053965
4986,-24.38855498,-1298.174351
4987,343.8194095,-614.0377806
4988,-66.40144069,-2086.010004
4989,-310.0886159,161.1662992
4990,263.6905645,-5.185501302
4991,-269.8070859,-228.0720074
4992,-390.4905172,1741.0012
4993,-165.4267681,654.8007888
4994,-79.08753594,-1536.431411
4995,-290.9489372,-48.24895429
4996,-165.3922157,274.2917991
4997,-82.56394414,-1476.006684
4998,-233.5271136,-1768.384809
4999,189.540577,195.3042301
5000,-89.4448273,3078.13087
5001,-102.8955346,2540.888767
5002,-322.3462809,1017.652922
5003,-481.3255304,1496.57646
5004,60.78642701,-1375.898156
5005,-170.1796452,-1666.564383
5006,-91.64908625,384.9703292
5007,-196.7967086,345.1706838
5008,-108.7702547,-1394.043878
5009,-281.1490911,1517.857894
5010,-410.8118807,1267.308774
5011,-335.5500607,424.2487399
5012,-407.2098047,1112.900337
5013,-303.8669823,-2167.241505
5014,-397.2364461,1839.097072
5015,-372.4235105,-1923.680641
5016,68.31897379,794.7493277
5017,28.89429796,-754.3473839
5018,82.0350938,-2412.964065
5019,-286.8990705,619.4105448
5020,56.49764471,-869.3964491
5021,143.1880513,-27.85375413
5022,-215.8239074,3194.125236
5023,-151.8109325,-2005.611598
5024,-155.8376784,-1668.841586
5025,-104.2480101,2897.011958
5026,-104.4975191,2636.598583
5027,244.061228,-464.4890821
5028,113.6502573,-1723.794746
5029,-310.2449852,-1887.105198
5030,-10.18495524,1963.620633
5031,-379.3749794,942.7807743
5032,173.7111616,-2763.037921
5033,-23.92483309,2002.54874
5034,-24.4581088,1656.432088
5035,19.80822054,-844.9110554
5036,-34.8783133,-1482.250532
5037,317.7583025,-488.5529352
5038,-259.8523385,839.3712792
5039,-198.1169578,-224.1275202
5040,80.31305293,-1292.499047
5041,-59.05395652,-2378.634103
5042,-53.56146519,2948.248621
5043,227.9565354,-1600.983827
5044,-383.8234897,835.6548554
5045,-348.5084918,360.7151072
5046,39.6948019,2077.856117
5047,183.6587071,-1319.362675
5048,78.6529712,-375.1655835
5049,-134.2378266,1382.534534
5050,-108.0080756,-56.45222728
5051,111.3829893,886.1947636
5052,122.5706572,-629.9533603
5053,-337.2580525,-1773.348163
5054,168.5822778,-1690.102079
5055,-165.9329622,92.85439754
5056,255.036256,-1379.973621
5057,-195.8888136,-850.0373098
5058,-225.5559732,-1860.568735
5059,-256.0359513,-1327.821891
5060,-508.6016388,1367.583163
5061,-232.0229572,1467.749975
5062,-171.5235962,-1816.491523
5063,110.5853536,-275.3126645
5064,-245.6202324,2172.323367
5065,-106.6322162,-353.9101095
5066,-76.82630466,3033.788607
5067,-132.3286993,-2009.018974
5068,31.03977554,-335.0535241
5069,105.9222057,-2572.320543
5070,-47.05480144,2069.299771
5071,-276.6401601,-961.8636506
5072,102.8985023,533.4734632
5073,-357.9592329,1827.000343
5074,-365.8066984,-2250.614408
5075,84.73489772,1532.413639
5076,49.12498231,575.1339294
5077,38.07862854,-851.5929059
5078,-108.3993019,3161.450508
5079,-327.3729399,-1628.155539
5080,-15.97336466,2516.08076
5081,-69.89146348,-141.8024936
5082,-88.80218886,-1450.755808
5083,-276.5782326,-238.2058931
5084,-265.0627952,-2184.972349
5085,65.1670114,1549.572456
5086,-408.0190743,1003.191072
5087,-294.1604895,1252.49779
5088,-6.914679495,1928.974832
5089,-142.9845682,7.827638626
5090,47.73455822,-86.42117905
5091,-305.7620678,2116.54831
5092,-309.5691456,1260.168688
5093,69.00519681,934.9889815
5094,-320.7971558,-74.51661203
5095,-247.7220219,2775.269292
5096,-158.8809781,1707.418271
5097,-432.4611514,234.9519015
5098,-165.1162511,-382.9320197
5099,-21.10849383,2192.436012
5100,-27.21270735,288.3182617
5101,-84.26139295,285.5323619
5102,135.8823272,835.4017079
5103,-387.6406634,1522.2015
5104,-77.89603183,655.1636822
5105,-311.1835976,-2085.294998
5106,-437.518813,1521.636324
5107,121.3823758,974.8575471
5108,70.09310447,59.34100163
5109,-18.38662266,-542.0577026
5110,68.96008689,-39.98815624
5111,-419.8509,1648.719451
5112,353.8415188,-456.5407186
5113,-103.8120565,-378.4399578
5114,-177.6367808,-2379.270984
5115,-27.99746544,-2207.061409
5116,-43.13801581,3032.361009
5117,-230.8231506,41.5345611
5118,-143.0865901,134.9936122
5119,373.382062,-642.3278494
5120,-452.2447392,1219.886594
5121,-104.9942268,2387.937645
5122,-309.623217,1722.591537
5123,36.29079591,-1395.324902
5124,-96.64818827,-1532.758698
5125,-283.3890352,726.8680817
5126,99.08989302,-1625.722944
5127,-143.3234325,234.2743961
5128,-148.6606147,-966.414672
5129,-180.4420044,-1585.074818
5130,-105.4328104,-1329.247347
5131,-43.70508344,-2.522697533
5132,-247.6470003,-1923.833598
5133,-163.910271,2324.26111
5134,-181.6022358,-2200.95108
5135,-179.7988833,-2149.167485
5136,60.9682919,-54.11546153
5137,-43.93910854,-1709.544399
5138,-341.4128845,2018.48637
5139,-86.4163962,164.8922349
5140,209.2808783,-1540.657792
5141,-168.598498,-1270.424452
5142,-317.7564654,1184.199781
5143,-133.181057,-1898.149424
5144,-178.7108367,-1465.965655
5145,-74.60901181,2011.2026
5146,-78.59178156,-1998.952873
5147,171.119191,-903.4374019
5148,-470.7184573,1673.517371
5149,129.7443292,0.92634589
5150,-240.357734,-1670.429687
5151,-81.53100221,-29.93729948
5152,250.0100363,-385.634555
5153,-380.6263919,-1440.196891
5154,-93.94740167,1506.617079
5155,179.3137472,-200.7356436
5156,-192.4863593,1219.798842
5157,-74.23267436,-859.4802588
5158,-28.8901762,-1417.899852
5159,-234.4796256,2896.759048
5160,283.1727759,-359.1372381
5161,-42.5974642,-645.1853285
5162,-281.4112303,-2256.805611
5163,-62.87708177,-801.5364857
5164,-415.2403786,2039.967701
5165,-201.3197791,-508.2219617
5166,136.2630706,-383.7175919
5167,-221.2875755,-1562.061595
5168,42.02029586,-1480.514374
5169,-50.97671735,1959.085641
5170,125.368866,-206.3897716
5171,-420.3571691,1584.564097
5172,168.7850991,40.31295883
5173,-408.9034672,549.1126389
5174,-236.2979219,-1597.583709
5175,61.24533379,-1396.408796
5176,-174.4878877,2461.148655
5177,-66.34205582,1621.001556
5178,-132.3222948,3203.0304
5179,162.7742211,-1107.12708
5180,-61.78848874,-938.7462296
5181,-152.5100677,3103.752411
5182,-497.8474647,1577.349049
5183,-98.29396686,624.3955353
5184,-199.2604779,-2122.562297
5185,-358.0814999,1840.713509
5186,-64.02510147,-616.2153519
5187,-113.7235169,400.1259607
5188,188.0688461,-1467.528674
5189,91.62336923,1098.812714
5190,32.40886892,1640.653555
5191,-36.35548378,-989.3638361
5192,-65.87790398,3092.782062
5193,44.82247687,-643.7358993
5194,-11.7945873,85.73165101
5195,-134.6209187,2539.517919
5196,-420.8062612,-1648.088488
5197,-21.83338372,-1901.907409
5198,-376.6600828,1237.037888
5199,113.1569864,-920.8217716
5200,-83.09614964,367.6027503
5201,-404.8945897,-1711.02329
5202,142.0369489,-1425.696906
5203,-295.1724004,951.4333481
5204,103.0337361,1909.816379
5205,-498.8040882,1261.601046
5206,-376.0722811,1853.257415
5207,-190.5232709,-2083.918479
5208,41.24086921,1920.169335
5209,-365.7188401,-1738.827896
5210,-233.9017906,1968.580356
5211,73.19670334,-579.6510383
5212,-190.4791481,-2310.852512
5213,172.3386332,-132.313678
5214,-124.4166724,397.0870123
5215,-245.4462534,386.995922
5216,188.0592363,-16.42159733
5217,-154.7582924,21.66868532
5218,-138.0654009,1248.544104
5219,-223.4465713,-1965.821198
5220,-294.3914934,-1911.093338
5221,305.8736659,-645.955233
5222,-427.1607583,1058.049826
5223,97.02063678,-314.0323381
5224,-173.5211543,-658.0610422
5225,-241.9487894,741.8954705
5226,-272.8888663,31.0236254
5227,-293.3166548,2836.285265
5228,-158.2736539,-281.5902451
5229,167.4431237,-1541.189796
5230,57.27608933,-1333.992869
5231,-506.6704448,1697.856812
5232,198.3102808,-636.9307579
5233,-333.2766928,-1524.623675
5234,246.4010343,-1430.445575
5235,-482.7674246,1930.791121
5236,259.2903994,-640.7587222
5237,-249.5339529,-756.7230217
5238,83.08347662,250.5264017
5239,-268.6689717,-819.1577274
5240,-30.03523933,-2274.067659
5241,-269.0525585,-1523.626323
5242,-90.59677438,-705.7199388
5243,-334.0655867,-116.6357731
5244,-293.3995942,2033.753385
5245,-116.6922287,2928.451708
5246,-46.19806841,-1774.778582
5247,-413.084404,-1788.939065
5248,-354.0296429,-1815.631865
5249,13.50444908,2249.894272
5250,-208.1828971,854.6320548
5251,-270.99733,-1759.01858
5252,-77.58227477,-2322.780505
5253,-134.4882185,988.2956347
5254,-58.03318294,-1788.31825
5255,-285.4615175,2962.58712
5256,-34.94202088,-1205.499756
5257,-15.13874554,1356.152484
5258,-235.3967478,599.0642946
5259,-351.2704741,-242.6738946
5260,72.0222757,-109.5229984
5261,-75.01112417,1106.201987
5262,-24.03130205,-1262.882076
5263,-411.5935875,1118.109233
5264,-280.6971938,1686.124493
5265,10.07659258,826.952038
5266,233.1396491,-192.0889678
5267,51.21123118,647.9119038
5268,-42.66790898,-2159.13855
5269,-134.7633856,-929.0639486
5270,-244.183235,-1156.754875
5271,16.24442546,561.6841266
5272,-151.0679873,-564.1560042
5273,-355.5605012,157.6080722
5274,-1.727636621,2073.523349
5275,-110.5493951,1146.738807
5276,131.6915876,-1428.146671
5277,-532.900964,1612.931214
5278,-526.6288217,1586.250175
5279,237.0553302,-1181.45437
5280,-61.20896213,2101.831841
5281,-247.772605,-1513.308877
5282,-519.8132687,944.749448
5283,-262.2540304,-2118.088832
5284,161.1655069,-2114.735842
5285,-376.6101089,306.1249589
5286,-99.6675244,-1034.287649
5287,-20.08409997,-1247.571083
5288,-258.8557776,-778.2844568
5289,202.0564682,-579.6681831
5290,-12.7118502,-967.973971
5291,189.731865,122.3474128
5292,-302.4307973,-2097.093512
5293,-38.12150458,992.7735127
5294,-492.1088682,1896.917392
5295,-310.727317,277.0163878
5296,-312.012826,-315.5119994
5297,38.99841037,-1825.58772
5298,81.60323076,-248.5016773
5299,-384.5274155,1324.634716
5300,-289.2166654,-2321.105717
5301,237.662349,-449.3830637
5302,-124.385175,-1480.842173
5303,88.43888957,-1109.845794
5304,-54.26820632,-1701.038869
5305,-141.4944811,1059.989912
5306,-255.461133,-959.9044734
5307,-435.2052621,1244.218628
5308,-419.1994916,582.8526359
5309,-34.37059047,-1031.4061
5310,150.3637311,-871.5019201
5311,-199.9184619,-1632.285426
5312,-39.8292462,1428.44047
5313,118.096254,86.45486682
5314,-281.1966409,3053.595494
5315,-229.4019126,1587.867027
5316,-224.0457614,-2060.402149
5317,-108.1986408,650.7268538
5318,-425.5974596,1248.16086
5319,67.8958656,204.6714827
5320,-38.15441107,2435.975567
5321,-232.9934565,2762.546958
5322,175.4182202,-38.89023594
5323,-221.1048536,1501.355525
5324,227.1278657,-1364.78208
5325,-455.2542445,302.8671343
5326,-41.5068951,-2231.828711
5327,135.9507717,427.3843545
5328,182.8805762,-362.6664618
5329,-157.9089208,166.2486657
5330,224.2032335,-1415.371531
5331,75.80397856,1209.243555
5332,-318.6114438,823.573127
5333,53.94093482,-1538.626629
5334,-162.3279994,-1539.522608
5335,-383.9944616,-4.171949527
5336,-74.3380809,2873.820008
5337,83.29170822,-46.3049328
5338,-135.6831101,2026.835775
5339,-246.3789167,-2485.390518
5340,77.81649968,-1848.671571
5341,-372.0980263,1720.971121
5342,-442.3916577,1690.590259
5343,-97.94269292,-1285.439855
5344,-385.0086693,526.5845999
5345,27.42771066,1282.382717
5346,0.461513604,977.269591
5347,-24.48620302,-2038.309368
5348,-281.2774816,1447.542747
5349,200.8206954,-1287.21692
5350,-112.3093741,-2254.401836
5351,-416.8872463,-1930.828401
5352,-154.6820105,1108.484604
5353,-436.4206737,506.8434516
5354,198.8549872,-1031.641599
5355,-111.6276288,-1540.12678
5356,-109.5133311,-1649.791951
5357,-135.2910921,1507.697401
5358,180.7410466,-987.5910699
5359,-303.137053,-2204.371648
5360,-134.6031743,2564.350592
5361,-178.9118993,-813.7790947
5362,-154.7707406,-806.2964596
5363,-156.3534309,-1527.789552
5364,-79.3364151,-866.7331311
5365,-34.70384155,-1427.221264
5366,261.6519906,-1466.681136
5367,-56.31585766,-1119.728032
5368,134.1519216,1773.524499
5369,-215.2685158,2338.465144
5370,-335.0471118,1239.727823
5371,-320.4626145,-1936.350634
5372,10.6997486,959.4973166
5373,196.7997143,-175.4546341
5374,-352.0505097,1429.31719
5375,13.09791677,-1227.249471
5376,-130.3416681,2723.401422
5377,-32.65775665,1593.775132
5378,-196.5421176,1550.45747
5379,-301.3523214,-340.9550055
5380,114.0996121,-2467.045565
5381,-315.4698152,532.4524121
5382,-217.8281903,31.58390966
5383,-137.5562157,-86.69378165
5384,-482.3039158,1106.796461
5385,89.9503206,-3.050748106
5386,-381.8265379,1836.560273
5387,136.7120738,-1771.540816
5388,-160.5629784,-130.4475786
5389,-189.0538156,2744.543047
5390,-356.5038034,1007.114345
5391,-391.0130488,-1587.665575
5392,-89.92578278,2524.743129
5393,-252.7692403,-1491.973124
5394,-234.8102081,2887.583137
5395,-60.15566479,-1674.644894
5396,-346.764654,1543.343828
5397,-95.60010211,1426.998602
5398,-390.0679264,-1515.693604
5399,326.6973295,-359.3936622
5400,-253.4134428,401.537858
5401,162.5338083,-776.4093373
5402,-66.31153009,2161.402301
5403,-242.114659,566.4276915
5404,-298.63947,-1381.445943
5405,70.9332216,-1439.369273
5406,309.7755029,-537.4274162
5407,99.50450193,-1855.380182
5408,-84.65588968,1335.125215
5409,-318.5041907,460.4613691
5410,-371.0766553,1570.36023
5411,-296.6102682,-224.4673738
5412,-180.5519479,394.1010632
5413,-35.5677277,-1748.012625
5414,-126.866922,1073.926516
5415,-30.86291141,-64.09876773
5416,-102.0069875,-1349.32643
5417,-383.4767075,-1617.23731
5418,-50.68029339,-736.1476497
5419,163.1564761,-2146.304649
5420,-265.1335872,-264.6271302
5421,167.3711835,-537.7682625
5422,107.9302784,566.79686
5423,-379.9815928,1556.18987
5424,-195.8680623,-1854.819541
5425,-198.0615253,-2378.510507
5426,-52.18717813,-1090.406204
5427,-424.9100968,-1638.583291
5428,52.092245,1092.771511
5429,61.01484649,-1307.235242
5430,-223.5734841,-1770.186874
5431,-315.952074,138.4451661
5432,139.6877326,418.5779473
5433,105.4780819,879.6919064
5434,192.3692437,-1746.075606
5435,-163.3291055,646.8186943
5436,-107.070572,-1789.068374
5437,229.7992661,-1654.694155
5438,223.1933422,-208.0580899
5439,-255.2806258,-1750.667173
5440,-302.0193736,610.8729157
5441,-188.4301972,1616.843189
5442,-239.7102526,-452.1597078
5443,-30.73854321,-1562.935995
5444,-90.21350276,555.8214495
5445,196.2951388,-1221.283765
5446,-288.9550662,1676.928974
5447,-337.8493399,-1454.90871
5448,-262.0916936,-1708.205299
5449,200.8748926,-1765.179429
5450,2.126210653,212.6792923
5451,-161.0008425,-1290.235927
5452,-460.382436,927.27416
5453,-238.8350854,180.1301416
5454,-216.9511838,265.9704413
5455,347.5210183,-667.8835652
5456,84.06843605,-338.7851875
5457,-288.0957887,-1922.523122
5458,50.72792182,-332.2373539
5459,145.8949712,-1224.717563
5460,243.6882804,68.11005309
5461,-146.9904843,-664.702634
5462,34.15482445,-505.6557189
5463,-37.40003691,2237.736418
5464,88.09947452,-2575.365476
5465,-226.6189451,409.4346253
5466,-71.11479159,-1401.463377
5467,-339.3821434,-1829.015391
5468,-427.3977484,263.5940818
5469,-120.4917893,3111.315911
5470,-34.71677236,-352.1202944
5471,49.24441156,2106.357941
5472,-229.2950113,-1644.88068
5473,-494.2593251,1642.443509
5474,-350.3466981,-1568.045878
5475,-353.5574845,-232.4996645
5476,-164.7267788,-1773.399853
5477,-434.5785375,1269.022856
5478,-148.8134768,-2389.120824
