RefSeqID,A_11PM,A_3AM,A_7AM,A_11AM,A_3PM,A_7PM,B_11PM,B_3AM,B_7AM,B_11AM,B_3PM,B_7PM,GeneSymbol
NM_001114743,0,0,0,0,0,0,0,0,0,0,0,0,zgc:175287
NM_200260,0,0,0,0,0,0,0,0,0,0,0,0,Ppp4r1
NM_131832,0,0,0,0,0,0,0,0,0,0,0,0,ETV6
NM_001099419,0,0,0,0,0,0,0,0,0,0,0,0,zgc:165507
NM_001033098,0,0,0,0,0,0,0,0,0,0,0,0,zgc:110385
NM_001113594,0,0,0,0,0,0,0,0,0,0,0,0,trim32
NM_001017895,0,0,0,0,0,0,0,0,0,0,0,0,zgc:110609
NM_201141,0,0,0,0,0,0,0,0,0,0,0,0,zgc:66388
NM_001080627,0,0,0,0,0,0,0,0,0,0,0,0,zgc:158458
NM_001006030,0,0,0,0,0,0,0,0,0,0,0,0,zgc:103459
NM_198871,0,0,0,0,0,0,0,0,0,0,0,0,zgc:63569
NM_001144980,0,0,0,0,0,0,0,0,0,0,0,0,gnrhr1
NM_200534,0,0,0,0,0,0,0,0,0,0,0,0,zgc:65780
NM_001089404,0,0,0,0,0,0,0,0,0,0,0,0,zgc:162730
NM_001128274,0,0,0,0,0,0,0,0,0,0,0,0,wu:fy63c09
NM_173257,0,0,0,0,0,0,0,0,0,0,0,0,mcm2
NM_001044962,0,0,0,0,0,0,0,0,0,0,0,0,si:dkey-65b13.8
NM_001017715,0,0,0,0,0,0,0,0,0,0,0,0,zgc:112183
NM_201588,0,0,0,0,0,0,0,0,0,0,0,0,PXN
NM_001128692,0,0,0,0,0,0,0,0,0,0,0,0,Serpini1
NM_001098192,0,0,0,0,0,0,0,0,0,0,0,0,golim4a
NM_200516,0,0,0,0,0,0,0,0,0,0,0,0,zgc:66286
NM_001128753,0,0,0,0,0,0,0,0,0,0,0,0,zgc:193711
NM_001004494,0,0,0,0,0,0,0,0,0,0,0,0,prc1
NM_001017675,0,0,0,0,0,0,0,0,0,0,0,0,zgc:112020
NM_001089496,0,0,0,0,0,0,0,0,0,0,0,0,zgc:162895
NM_001113660,0,0,0,0,0,0,0,0,0,0,0,0,FANCM
NM_001045401,0,0,0,0,0,0,0,0,0,0,0,0,zgc:153411
NM_212911,0,0,0,0,0,0,0,0,0,0,0,0,zgc:77001
NM_001075109,0,0,0,0,0,0,0,0,0,0,0,0,zgc:152774
NM_001076637,0,0,0,0,0,0,0,0,0,0,0,0,zgc:153034
NM_207048,0,0,0,0,0,0,0,0,0,0,0,0,CCNF
NM_001115064,0,0,0,0,0,0,0,0,0,0,0,0,EDAR
NM_199702,0,0,0,0,0,0,0,0,0,0,0,0,zgc:64072
NM_001089468,0,0,0,0,0,0,0,0,0,0,0,0,zgc:158849
NM_001100155,0,0,0,0,0,0,0,0,0,0,0,0,zgc:165508
NM_001081439,0,0,0,0,0,0,0,0,0,0,0,0,hs3st1l1
NM_199586,0,0,0,0,0,0,0,0,0,0,0,0,actn4
NM_212884,0,0,0,0,0,0,0,0,0,0,0,0,zgc:77065
NM_001033735,0,0,0,0,0,0,0,0,0,0,0,0,zgc:114075
NM_001008646,0,0,0,0,0,0,0,0,0,0,0,0,Cdk11b
NM_200287,0,0,0,0,0,0,0,0,0,0,0,0,zgc:56407
NM_001076637,0,0,0,0,0,0,0,0,0,0,0,0,zgc:153034
NM_183071,0,0,0,0,0,0,0,0,0,0,0,0,h1m
NM_001013517,0,0,0,0,0,0,0,0,0,0,0,0,zgc:110155
NM_001080086,0,0,0,0,0,0,0,0,0,0,0,0,zgc:158257
NM_182893,0,0,0,0,0,0,0,0,0,0,0,0,DCP1A
NM_200019,0,0,0,0,0,0,0,0,0,0,0,0,hadhb
NM_001089333,0,0,0,0,0,0,0,0,0,0,0,0,zgc:163027
NM_001113798,0,0,0,0,0,0,0,0,0,0,0,0,zgc:175088
NM_001202432,0,0,0,0,0,0,0,0,0,0,0,0,
NM_001128805,0,0,0,0,0,0,0,0,0,0,0,0,LOC799208
NM_205664,0,0,0,0,0,0,0,0,0,0,0,0,zgc:77398
NM_001079663,0,0,0,0,0,0,0,0,0,0,0,0,zgc:158321
NM_001076730,0,0,0,0,0,0,0,0,0,0,0,0,zgc:153610
NM_001077450,0,0,0,0,0,0,0,0,0,0,0,0,zgc:154083
NM_001105149,0,0,0,0,0,0,0,0,0,0,0,0,zgc:171695
NM_001017635,0,0,0,0,0,0,0,0,0,0,0,0,park2
NM_001003881,0,0,0,0,0,0,0,0,0,0,0,0,snrpfl
NM_001037686,0,0,0,0,0,0,0,0,0,0,0,0,NTN4
NM_200485,0,0,0,0,0,0,0,0,0,0,0,0,zgpat
NM_001098730,0,0,0,0,0,0,0,0,0,0,0,0,ptmab
NM_001089552,0,0,0,0,0,0,0,0,0,0,0,0,PCBP3
NM_001030097,0,0,0,0,0,0,0,0,0,0,0,0,zgc:194878
NM_001113636,0,0,0,0,0,0,0,0,0,0,0,0,zgc:172291
NM_001037698,0,0,0,0,0,0,0,0,0,0,0,0,snx2
NM_001002169,0,0,0,0,0,0,0,0,0,0,0,0,zgc:91957
NM_001020610,0,0,0,0,0,0,0,0,0,0,0,0,cyp1c1
NM_001159763,0,0,0,0,0,0,0,0,0,0,0,0,LOC100294632
NM_001009916,0,0,0,0,0,0,0,0,0,0,0,0,tfr2
NM_001003625,0,0,0,0,0,0,0,0,0,0,0,0,pcnt1
NM_001025164,0,0,0,0,0,0,0,0,0,0,0,0,zgc:112265
NM_001017715,0,0,0,0,0,0,0,0,0,0,0,0,zgc:112183
NM_001130778,0,0,0,0,0,0,0,0,0,0,0,0,zgc:194562
NM_001110010,0,0,0,0,0,0,0,0,0,0,0,0,PLXNA1
NM_212882,0,0,0,0,0,0,0,0,0,0,0,0,CYYR1
NM_001002065,0,0,0,0,0,0,0,0,0,0,0,0,ppiD
NM_001002390,0,0,0,0,0,0,0,0,0,0,0,0,zgc:92045
NM_001017580,0,0,0,0,0,0,0,0,0,0,0,0,zgc:110083
NM_200623,0,0,0,0,0,0,0,0,0,0,0,0,wdr46
NM_212594,0,0,0,0,0,0,0,0,0,0,0,0,zgc:85702
NM_001114472,0,0,0,0,0,0,0,0,0,0,0,0,zgc:171422
NM_001002098,0,0,0,0,0,0,0,0,0,0,0,0,TMEM19
NM_001114409,0,0,0,0,0,0,0,0,0,0,0,0,mkxb
NM_001003641,0,0,0,0,0,0,0,0,0,0,0,0,zgc:100911
NM_001082815,0,0,0,0,0,0,0,0,0,0,0,0,zgc:162239
NM_001113660,0,0,0,0,0,0,0,0,0,0,0,0,FANCM
NM_001089581,0,0,0,0,0,0,0,0,0,0,0,0,zgc:162249
NM_205721,0,0,0,0,0,0,0,0,0,0,0,0,Pdcl3
NM_001034186,0,0,0,0,0,0,0,0,0,0,0,0,nedd4a
NM_001077726,0,0,0,0,0,0,0,0,0,0,0,0,zgc:154064
NM_001077305,0,0,0,0,0,0,0,0,0,0,0,0,zgc:153522
NM_001079678,0,0,0,0,0,0,0,0,0,0,0,0,mib2
NM_001005987,0,0,0,0,0,0,0,0,0,0,0,0,Fam116a
NM_001017707,0,0,0,0,0,0,0,0,0,0,0,0,zgc:112199
NM_001039837,0,0,0,0,0,0,0,0,0,0,0,0,zgc:136906
NM_153672,0,0,0,0,0,0,0,0,0,0,0,0,twsg1b
NM_205658,0,0,0,0,0,0,0,0,0,0,0,0,zgc:77852
NM_199752,0,0,0,0,0,0,0,0,0,0,0,0,RAB28
NM_001114573,0,0,0,0,0,0,0,0,0,0,0,0,zgc:171837
NM_001003420,0,0,0,0,0,0,0,0,0,0,0,0,zgc:92251
NM_001020587,0,0,0,0,0,0,0,0,0,0,0,0,zgc:110376
NM_001002381,0,0,0,0,0,0,0,0,0,0,0,0,zgc:92489
NM_001045350,0,0,0,0,0,0,0,0,0,0,0,0,rhoab
NM_213238,0,0,0,0,0,0,0,0,0,0,0,0,zgc:85946
NM_001012376,0,0,0,0,0,0,0,0,0,0,0,0,ism1
NM_131313,0,0,0,0,0,0,0,0,0,0,0,0,ldb1a
NM_001017876,0,0,0,0,0,0,0,0,0,0,0,0,zgc:113106
NM_200534,0,0,0,0,0,0,0,0,0,0,0,0,zgc:65780
NM_131341,0,0,0,0,0,0,0,0,0,0,0,0,gap43
NM_001039832,0,0,0,0,0,0,0,0,0,0,0,0,lsamp
NM_001003502,0,0,0,0,0,0,0,0,0,0,0,0,zgc:91963
NM_199725,0,0,0,0,0,0,0,0,0,0,0,0,twf1a
NM_213454,0,0,0,0,0,0,0,0,0,0,0,0,zgc:55574
NM_200642,0,0,0,0,0,0,0,0,0,0,0,0,zgc:64201
NM_200642,0,0,0,0,0,0,0,0,0,0,0,0,zgc:64201
NM_207085,0,0,0,0,0,0,0,0,0,0,0,0,zgc:77287
NM_001128286,0,0,0,0,0,0,0,0,0,0,0,0,zgc:175137
NM_001089340,0,0,0,0,0,0,0,0,0,0,0,0,zgc:162858
NM_207075,0,0,0,0,0,0,0,0,0,0,0,0,zgc:77197
NM_001009916,0,0,0,0,0,0,0,0,0,0,0,0,tfr2
NM_001098192,0,0,0,0,0,0,0,0,0,0,0,0,golim4a
NM_001089472,0,0,0,0,0,0,0,0,0,0,0,0,zgc:162196
NM_201141,0,0,0,0,0,0,0,0,0,0,0,0,zgc:66388
NM_200748,0,0,0,0,0,0,0,0,0,0,0,0,PIN1
NM_131212,0,0,0,0,0,0,0,0,0,0,0,0,exorh
NM_001015064,0,0,0,0,0,0,0,0,0,0,0,0,ctbp2l
NM_131313,0,0,0,0,0,0,0,0,0,0,0,0,ldb1a
NM_200840,0,0,0,0,0,0,0,0,0,0,0,0,Pdlim7
NM_001114465,0,0,0,0,0,0,0,0,0,0,0,0,Unc5a
NM_213276,0,0,0,0,0,0,0,0,0,0,0,0,zgc:85829
NM_200542,0,0,0,0,0,0,0,0,0,0,0,0,zgc:65873
NM_001111244,0,0,0,0,0,0,0,0,0,0,0,0,zgc:171298
NM_001017558,0,0,0,0,0,0,0,0,0,0,0,0,ets1a
NM_201016,0,0,0,0,0,0,0,0,0,0,0,0,BRPF1
NM_001089333,0,0,0,0,0,0,0,0,0,0,0,0,zgc:163027
NM_001135684,0,0,0,0,0,0,0,0,0,0,0,0,zgc:175035
NM_001128273,0,0,0,0,0,0,0,0,0,0,0,0,zgc:175286
NM_200488,0,0,0,0,0,0,0,0,0,0,0,0,zgc:63759
NM_001114909,0,0,0,0,0,0,0,0,0,0,0,0,zgc:171885
NM_200682,0,0,0,0,0,0,0,0,0,0,0,0,zgc:65888
NM_001076744,0,0,0,0,0,0,0,0,0,0,0,0,zgc:152904
NM_201051,0,0,0,0,0,0,0,0,0,0,0,0,BMP5
NM_001110400,0,0,0,0,0,0,0,0,0,0,0,0,zgc:172206
NM_001111243,0,0,0,0,0,0,0,0,0,0,0,0,zgc:171592
NM_001099344,0,0,0,0,0,0,0,0,0,0,0,0,KIRREL3
NM_001037374,0,0,0,0,0,0,0,0,0,0,0,0,pcyt1bb
NM_001080688,0,0,0,0,0,0,0,0,0,0,0,0,pdk3b
NM_001077288,0,0,0,0,0,0,0,0,0,0,0,0,zgc:152938
NM_001102646,0,0,0,0,0,0,0,0,0,0,0,0,zgc:171310
NM_200344,0,0,0,0,0,0,0,0,0,0,0,0,ccbl2
NM_001080032,0,0,0,0,0,0,0,0,0,0,0,0,zgc:153916
NM_001002629,0,0,0,0,0,0,0,0,0,0,0,0,zgc:92233
NM_001081632,0,0,0,0,0,0,0,0,0,0,0,0,ST8SIA1
NM_200894,0,0,0,0,0,0,0,0,0,0,0,0,zgc:77614
NM_200894,0,0,0,0,0,0,0,0,0,0,0,0,zgc:77614
NM_200894,0,0,0,0,0,0,0,0,0,0,0,0,zgc:77614
NM_200894,0,0,0,0,0,0,0,0,0,0,0,0,zgc:77614
NM_200894,0,0,0,0,0,0,0,0,0,0,0,0,zgc:77614
NM_200894,0,0,0,0,0,0,0,0,0,0,0,0,zgc:77614
NM_200894,0,0,0,0,0,0,0,0,0,0,0,0,zgc:77614
NM_200894,0,0,0,0,0,0,0,0,0,0,0,0,zgc:77614
NM_200894,0,0,0,0,0,0,0,0,0,0,0,0,zgc:77614
NM_200894,0,0,0,0,0,0,0,0,0,0,0,0,zgc:77614
NM_001114713,0,0,0,0,0,0,0,0,0,0,0,0,zgc:172014
NM_200608,0,0,0,0,0,0,0,0,0,0,0,0,zgc:63614
NM_131798,0,0,0,0,0,0,0,0,0,0,0,0,bcmo1
NM_001003525,0,0,0,0,0,0,0,0,0,0,0,0,
NM_001114560,0,0,0,0,0,0,0,0,0,0,0,0,zgc:171879
NM_001100149,0,0,0,0,0,0,0,0,0,0,0,0,usp47
NM_001159283,0,0,0,0,0,0,0,0,0,0,0,0,
NM_001007781,0,0,0,0,0,0,0,0,0,0,0,0,zgc:153845
NM_001002199,0,0,0,0,0,0,0,0,0,0,0,0,zgc:91845
NM_001076626,0,0,0,0,0,0,0,0,0,0,0,0,zgc:154040
NM_001080610,0,0,0,0,0,0,0,0,0,0,0,0,v2r2l3
NM_001003449,0,0,0,0,0,0,0,0,0,0,0,0,rab18b
NM_001089514,0,0,0,0,0,0,0,0,0,0,0,0,YME1L1
NM_001114409,0,0,0,0,0,0,0,0,0,0,0,0,mkxb
NM_173286,0,0,0,0,0,0,0,0,0,0,0,0,mib
NM_001102646,0,0,0,0,0,0,0,0,0,0,0,0,zgc:171310
NM_199789,0,0,0,0,0,0,0,0,0,0,0,0,psmd7
NM_001002338,0,0,0,0,0,0,0,0,0,0,0,0,zgc:92195
NM_200252,0,0,0,0,0,0,0,0,0,0,0,0,zgc:55343
NM_001040244,0,0,0,0,0,0,0,0,0,0,0,0,sult4a1
NM_001109840,0,0,0,0,0,0,0,0,0,0,0,0,zgc:173714
NM_001037115,0,0,0,0,0,0,0,0,0,0,0,0,apooa
NM_001005998,0,0,0,0,0,0,0,0,0,0,0,0,LOC791693
NM_001130630,0,0,0,0,0,0,0,0,0,0,0,0,zgc:194215
NM_001013346,0,0,0,0,0,0,0,0,0,0,0,0,zgc:113098
NM_200496,0,0,0,0,0,0,0,0,0,0,0,0,vstm2l
NM_212656,0,0,0,0,0,0,0,0,0,0,0,0,tgm2b
NM_001002712,0,0,0,0,0,0,0,0,0,0,0,0,zgc:92598
NM_205622,0,0,0,0,0,0,0,0,0,0,0,0,lhbeta1
NM_001089376,0,0,0,0,0,0,0,0,0,0,0,0,si:rp71-10d23.3
NM_001013306,0,0,0,0,0,0,0,0,0,0,0,0,zgc:113135
NM_001114718,0,0,0,0,0,0,0,0,0,0,0,0,zgc:174311
NM_001030146,0,0,0,0,0,0,0,0,0,0,0,0,si:ch211-238e22.2
NM_001102646,0,0,0,0,0,0,0,0,0,0,0,0,zgc:171310
NM_001014357,0,0,0,0,0,0,0,0,0,0,0,0,zgc:112970
NM_001114562,0,0,0,0,0,0,0,0,0,0,0,0,zgc:174680
NM_201127,0,0,0,0,0,0,0,0,0,0,0,0,SURF4
NM_001030105,0,0,0,0,0,0,0,0,0,0,0,0,TFEC
NM_001002473,0,0,0,0,0,0,0,0,0,0,0,0,arl1
NM_001005971,0,0,0,0,0,0,0,0,0,0,0,0,wacb
NM_001105665,0,0,0,0,0,0,0,0,0,0,0,0,CABLES1
NM_131557,0,0,0,0,0,0,0,0,0,0,0,0,GATA6
NM_173286,0,0,0,0,0,0,0,0,0,0,0,0,mib
NM_201148,0,0,0,0,0,0,0,0,0,0,0,0,Mcoln2
NM_001201421,0,0,0,0,0,0,0,0,0,0,0,0,
NM_001114315,0,0,0,0,0,0,0,0,0,0,0,0,si:dkey-27n6.10
NM_200246,0,0,0,0,0,0,0,0,0,0,0,0,DNAJC17
NM_200762,0,0,0,0,0,0,0,0,0,0,0,0,GCHFR
NM_001114849,0,0,0,0,0,0,0,0,0,0,0,0,cyp1c2
NM_131042,0,0,0,0,0,0,0,0,0,0,0,0,FBLN1
NM_181663,0,0,0,0,0,0,0,0,0,0,0,0,szl
NM_001245962,0,0,0,0,0,0,0,0,0,0,0,0,
NM_212944,0,0,0,0,0,0,0,0,0,0,0,0,zgc:85843
NM_200476,0,0,0,0,0,0,0,0,0,0,0,0,zgc:63658
NM_001128290,0,0,0,0,0,0,0,0,0,0,0,0,LOC794599
NM_001020581,0,0,0,0,0,0,0,0,0,0,0,0,zgc:110270
NM_001135108,0,0,0,0,0,0,0,0,0,0,0,0,CAPN7
NM_001002485,0,0,0,0,0,0,0,0,0,0,0,0,zgc:92862
NM_213458,0,0,0,0,0,0,0,0,0,0,0,0,SH3BP5
NM_200108,0,0,0,0,0,0,0,0,0,0,0,0,LOC100150763
NM_001128401,0,0,0,0,0,0,0,0,0,0,0,0,LOC100150082
NM_001089558,0.413795,0.362515,0.334677,0.418048,0.475524,0.295324,0.204681,0.0889457,0.568005,0.306853,0.0998883,0.231558,zgc:163025
NM_131819,0,0,0,0,0,0,0,0,0,0,0,0,F7
NM_173228,0,0,0,0,0.0176027,0,0,0,0,0,0,0,f7i
NM_201462,11.0751,8.42344,10.0708,10.35,12.7085,7.29054,10.5089,13.6786,6.93391,13.1474,11.1385,9.35443,F10
NM_001007381,0.632418,1.21149,1.41269,1.88953,1.92401,0.68817,1.4954,2.35259,3.15405,2.41443,1.93512,2.55493,PCID2
NM_201027,20.2301,20.3447,23.7506,24.2019,22.376,20.1445,23.4673,25.0044,16.6068,22.9562,23.6124,23.5008,cul4a
NM_001006033,0.56629,1.73947,2.30497,2.29126,0.475847,0.6491,1.6176,0.8933,1.79797,0.798104,1.56424,1.13985,ADPRHL1
NM_001002156,4.80759,4.07107,5.75888,5.0008,4.04536,4.2327,2.51128,4.99992,5.31005,4.29345,4.366,4.0901,DCUN1D2
NM_001034181,9.65251,13.784,16.2217,12.6835,14.5961,10.8797,13.1433,13.3182,15.0468,17.1553,11.824,13.9229,grk1a
NM_001076721,0.66119,1.29243,1.03115,0.780788,0.313727,0.168606,1.75041,1.13811,0.452181,1.27359,0.0575168,0.365097,zgc:152925
NM_001144803,9.7023,8.86074,6.48515,6.68667,7.12756,6.57,11.0026,9.24202,8.32806,6.98273,9.22439,6.67487,BLZF1
NM_001037123,9.76711,4.17359,6.76598,7.71433,5.99539,6.05517,11.1696,9.75193,11.0919,9.12086,8.11195,6.08703,zgc:123253
NM_001007764,8.94766,11.846,13.8176,10.8744,10.3187,7.88812,13.8859,10.0815,15.1761,7.02612,8.51822,7.62115,zgc:91951
NM_199915,3.99248,4.26805,4.01942,3.61381,3.85156,3.87339,3.65561,3.86569,4.07036,4.16305,4.53494,3.67314,mrpl39
NM_001098264,10.8791,9.38944,11.4703,9.80226,12.2532,5.94531,8.24074,17.7885,14.8113,15.3667,10.0611,10.4917,Jam2
NM_131564,52.5258,42.3633,17.6045,47.6177,55.561,56.3385,45.1609,38.8597,32.0178,40.006,33.8714,65.0332,appA
NM_001115105,3.16307,3.2251,10.8593,23.6274,2.174,11.8164,0.575297,6.94871,4.33097,4.30718,6.0651,3.60064,sc:d0144
NM_200393,1.31388,1.01465,2.82224,9.48932,1.3267,4.16395,1.20402,4.51147,1.86153,2.16104,1.66021,1.98424,zgc:64227
NM_199632,5.16492,5.54143,9.94828,7.9743,5.39729,6.03017,5.01621,7.15871,3.2371,4.42387,4.49934,5.18128,zgc:65781
NM_173235,375.103,319.675,263.843,374.81,289.664,228.546,348.414,260.277,369.438,244.78,191.411,221.93,rpl24
NM_001039974,3.96855,4.42792,5.98501,4.06487,4.5423,5.8475,5.06406,7.34084,4.19409,3.80398,4.55478,5.63539,zgc:109809
NM_207058,5.7675,4.36098,4.84325,4.90571,4.23074,4.85721,4.19853,5.2268,5.47605,3.16938,4.7279,5.00293,SETDB2
NM_001080690,34.0374,31.7787,142.701,29.5075,46.5362,49.4109,62.54,60.0545,46.2699,27.3726,31.6943,77.9659,zgc:158288
NM_001002502,6.13603,4.67797,5.66465,5.43358,6.0782,5.64701,6.22244,6.9819,9.99924,6.39714,6.79785,6.26881,zgc:92834
NM_131603,0.274377,0.395617,0.536546,0.362842,0.2848,0.333644,0.0456327,0.116884,0.151502,0.356449,0.254347,0.341408,Runx1
NM_001082942,0,0,0.127545,0.0659229,0,0.244468,0,0,0,0.304033,0,0,LOC100001008
NM_131689,0.0765471,0.0211649,0.299351,0.024699,0.0282421,0.12668,0.0549862,0.281154,0.0614156,0,0.038871,0.216199,atp1a1a.4
NM_131686,110.921,105.513,137.096,76.8716,79.0943,111.752,96.0773,96.6525,119.808,69.6248,78.5842,60.053,ATP1A1
NM_131687,0.0526179,0,0.205069,0.0520634,0,0,0.0564721,0,0,0,0.0397709,0,atp1a1a.2
NM_131688,0.797145,1.08482,1.79178,0.507124,0.478067,0.902186,0,0.80417,0.249282,0.152988,0.311815,0.660573,atp1a1a.4
NM_178099,2.57957,1.92537,1.725,1.79894,2.14498,2.33343,3.26063,2.89877,3.40515,1.31028,1.52257,0.824504,atp1a1a.5
NM_001159837,0,0,0,0.0462307,0.0264183,0,0,0,0,0,0,0,SLC5A3
NM_001099998,42.1492,52.6791,44.6977,38.7444,43.5477,41.6213,50.0029,59.5711,53.0838,56.6663,59.3123,44.4438,mbnl2
NM_001145705,3.97176,9.52481,8.65662,6.03084,4.72442,7.78159,5.66663,4.65594,6.95268,6.66301,6.30582,4.82443,LOC100003903
NM_001145604,37.4782,36.8513,32.5613,27.9721,29.5961,23.7209,32.872,32.6635,30.1787,28.0315,25.7195,24.4322,kpnb3
NM_001109719,1.68744,0.760548,0.795211,1.19384,1.13511,0.732288,1.54274,1.37845,0.799509,1.83663,0.521746,1.71127,zgc:171629
NM_001003842,15.4418,8.32061,19.2825,16.3631,13.7925,17.0054,12.0115,11.5931,13.2369,14.4795,15.96,12.9429,SPRY2
NM_200691,13.0846,11.6177,32.1647,42.5257,12.8944,20.5023,10.0236,15.7089,17.8717,15.2201,15.3064,13.5706,tuba8l2
NM_001017630,4.12604,5.39594,5.45756,5.49603,4.55315,6.08055,3.81024,5.44839,5.01965,4.94554,5.89744,5.43173,zgc:112393
NM_001082796,8.2306,7.40014,6.72044,12.0852,10.5633,7.38938,9.00121,6.55438,6.51954,8.23299,9.8519,10.9762,ATIC
NM_001145629,0,0,0,0,0,0,0,0,0,0,0.207579,0,LOC100005630
NM_001145693,5.55977,6.11306,5.37597,4.86911,5.37418,5.201,4.93473,7.26683,5.48087,5.12121,5.80018,6.56342,ABCB6
NM_199928,15.3885,16.1549,19.8932,19.4289,18.3476,18.5142,17.9092,22.2398,18.8018,21.0308,19.5512,19.851,C2orf24
NM_001080014,17.1327,15.6972,20.1418,15.3891,15.9716,17.7967,16.2986,21.4974,19.6456,18.5568,19.6476,17.4181,FAM134A
NM_001145627,0,0.199711,0.149798,0.141515,0.0405827,0.089806,0,0,0.392704,0.112827,0.111758,0.263799,si:ch211-93g23.2
NM_213314,10.0308,9.90358,9.16468,10.414,11.5263,9.84988,9.45841,11.512,11.9304,10.9494,9.93378,11.7814,zgc:77005
NM_001143751,4.85957,2.49637,7.34471,1.79751,3.71497,7.36858,3.66785,0.0533426,6.16234,0.612705,3.26654,0.984415,LOC570291
NM_001143751,2.55298,5.72499,5.4006,3.99576,6.01177,6.22302,5.06199,6.91593,4.1899,6.50984,6.9624,6.05546,LOC570291
NM_131808,0,0,0,0,0,0,0,0,0,0,0,0,efnb2b
NM_001128672,0.429944,0,0.078956,0.0422355,0,0,0,0,0,0,0,0,mxb
NM_182942,2.29991,0.581043,1.81743,1.14366,0.925706,1.51315,0.922213,1.21373,2.19144,0.728294,0.730732,0.481195,mxb
NM_001102569,16.143,11.4925,10.2629,9.36036,11.6848,10.2352,11.6246,12.6671,11.7622,11.1248,12.0501,9.37624,RADIL
NM_200162,35.7355,37.4555,41.2629,31.4601,33.4299,53.3652,39.825,31.727,53.9394,31.7353,47.3197,42.0147,arglu1b
NM_131808,0.150052,0,0.601771,0.241345,0.600694,0.900959,0.246686,0.650128,0.179461,0.60446,0.609037,0.201648,efnb2b
NM_001128672,0.0426343,0,0.235769,0,0.0237705,0,0,0,0.246707,0,0,0,mxb
NM_001102569,6.7373,8.05475,7.39073,5.29559,8.36503,5.5193,10.4224,7.61912,6.77745,7.47084,7.2914,7.54429,RADIL
NM_001077387,5.89855,7.33277,7.06251,6.28475,7.24856,7.3033,8.30674,7.79185,8.54645,7.41566,6.8187,7.41585,Alkbh5
NM_001076648,6.11672,7.41474,7.63904,4.66953,6.64302,6.39036,6.69264,6.65945,5.51787,5.63493,6.26971,5.19454,
NM_214802,0.596732,0.282554,0.378629,0.498505,0.459932,0.417745,0.84001,0.238592,0.521089,0.623895,0.374589,0.39283,smcr8b
NM_001082869,1.86578,7.2181,12.9334,3.12706,2.39036,13.2715,2.06559,2.23011,9.01475,2.92528,7.22678,2.70791,LOC570314
NM_001245081,42.1343,43.8579,43.6287,34.5324,38.0088,35.9398,43.2852,45.1521,42.1651,37.8651,42.498,38.4032,
NM_212812,0.386036,0.469513,1.11147,0.354264,0.49429,0.214207,1.2563,0.506177,0.38192,0.25707,0.811987,0.442081,TLR2
NM_201029,7.50613,17.243,20.356,25.5919,8.0052,18.0987,5.93808,11.7607,16.6991,13.6974,11.0027,7.93192,prkcba
NM_001079934,0.385769,0.221142,0,0.297349,0.0695807,0.471896,0,0,0.0977634,0.29155,0,0.0755786,zgc:152698
NM_001003890,1.78505,4.01732,1.6176,1.68278,0.634651,0.982594,2.54638,3.01125,2.04004,0.948112,0.621065,0.617121,PLK1
NM_001110102,2.60485,5.30805,8.40486,5.40074,4.69381,3.04534,2.3542,3.87897,9.18291,6.97215,5.5948,4.83754,Chtf18
NM_001020780,1.46111,1.06878,2.20148,2.58697,2.63302,2.53131,2.40012,3.53981,2.5299,1.80027,3.35756,2.90033,uncx4.1
NM_001080692,2.51947,3.39021,4.6221,2.98352,3.73405,4.63632,2.84774,3.34678,2.98278,6.5677,3.9148,4.50611,LOC796599
NM_200084,7.35624,3.19124,3.86526,4.52906,4.49908,3.70088,5.40412,2.80484,4.26813,2.84121,2.09104,3.0082,PMM2
NM_001111161,0.148114,0.19233,0.783635,0.176866,0.350327,0.61923,0.270693,0.12377,1.1529,0.265039,0.276638,0.503329,Rgs11
NM_201048,0.0438885,0,0,0.342236,0.218365,0,0,0.292076,0.182013,0.787339,0.458969,0.161404,PDIA2
NM_212774,0,0,0,0.0750265,0.0436654,0,0,0,0,0.0581927,0,0,fgb
NM_001135971,11.235,7.28722,7.48342,9.159,9.52839,4.75666,8.46372,10.7204,6.64832,12.9846,9.44045,9.08046,LOC556575
NM_001080024,0,0.0330811,0.0766037,0,0.127903,0.143782,0,0.212341,0,0,0.177919,0,zgc:153695
NM_001200009,82.1289,67.3823,99.2259,114.142,91.4028,84.6006,64.2941,96.5965,88.6204,89.583,86.5349,81.9079,
NM_200891,5.25756,11.2671,10.6922,8.03179,7.52048,7.90412,8.35833,6.98354,11.6491,7.84946,11.3486,7.74751,zgc:77880
NM_001159921,8.37373,7.84953,5.40491,5.05295,5.61161,8.67535,7.41939,8.27686,12.9441,4.84294,6.32705,7.39249,tmem55bb
NM_152956,6.24857,5.3967,3.2726,4.05359,4.77252,4.30594,5.6675,5.99595,4.52897,5.1126,5.27749,4.13673,dachb
NM_001004662,9.75504,11.1902,12.1435,5.83979,6.55508,13.2164,13.1822,8.65664,16.709,8.31773,12.2481,8.41855,zgc:103678
NM_131671,64.8085,83.5665,72.9134,50.891,50.0303,44.4674,43.7274,39.6878,47.6814,46.097,48.8655,42.6738,atp1b1b
NM_001128774,1.11293,0.397564,0.185229,0.386861,0.0560118,0.591636,0,0.139504,0,0,0.443942,0.120147,zgc:195152
NM_001008591,0.952732,1.28893,3.70532,2.77089,4.33209,5.92974,1.45624,4.17644,2.91063,3.21856,4.64312,4.10946,zgc:101855
